GANTT_FILE


# sequences   = 32
# motifs      = 99
motif length  = 10


species sequence lengths:

	human      : 2000
	orangutan  : 2000
	gibbon     : 2000
	baboon     : 2000
	macaque    : 2000
	galago     : 2000
	rabbit     : 2000
	gpig       : 2000
	mouse      : 2000
	nrat       : 2000
	squirrel   : 2000
	eushrew    : 2000
	megabat    : 2000
	microbat   : 2000
	orca       : 2000
	dolphin    : 2000
	sheep      : 2000
	cow        : 2000
	horse      : 2000
	rhino      : 2000
	cat        : 2000
	ferret     : 2000
	dog        : 2000
	walrus     : 2000
	panda      : 2000
	armadillo  : 2000
	elephant   : 2000
	manatee    : 2000
	turtle     : 2000
	chicken    : 1662
	wfrog      : 2000
	coelacanth : 2000


Motif number	Species   	Position	F/R	Match score
          95	cow       	935     	F	7       
          95	cow       	1317    	R	7       
          95	cow       	1793    	R	7       
          95	cow       	1835    	R	7       
          95	cow       	1879    	F	7       
          95	cow       	1974    	R	7       
          95	horse     	706     	F	8       
          95	horse     	1001    	R	8       
          95	rhino     	352     	F	8       
          95	rhino     	700     	F	8       
          95	rhino     	1984    	F	8       
          95	cat       	964     	R	8       
          95	ferret    	149     	F	7       
          95	ferret    	218     	R	7       
          95	ferret    	244     	F	7       
          95	ferret    	463     	R	7       
          95	ferret    	498     	F	7       
          95	ferret    	505     	R	7       
          95	ferret    	567     	F	7       
          95	ferret    	743     	R	7       
          95	ferret    	778     	F	7       
          95	ferret    	996     	F	7       
          95	ferret    	1009    	F	7       
          95	ferret    	1491    	F	7       
          95	ferret    	1630    	R	7       
          95	ferret    	1667    	R	7       
          95	ferret    	1692    	F	7       
          95	dog       	993     	R	8       
          95	walrus    	1002    	R	8       
          95	panda     	111     	F	8       
          95	panda     	723     	R	8       
          95	panda     	1631    	F	8       
          95	armadillo 	1091    	R	8       
          95	elephant  	967     	F	8       
          95	manatee   	60      	R	8       
          95	manatee   	370     	F	8       
          95	turtle    	268     	F	7       
          95	turtle    	865     	R	7       
          95	turtle    	980     	F	7       
          95	turtle    	1126    	R	7       
          95	turtle    	1138    	F	7       
          95	turtle    	1192    	F	7       
          95	turtle    	1350    	F	7       
          95	turtle    	1741    	F	7       
          95	chicken   	31      	R	7       
          95	chicken   	438     	F	7       
          95	chicken   	566     	R	7       
          95	chicken   	878     	F	7       
          95	chicken   	1200    	F	7       
          95	chicken   	1277    	R	7       
          95	chicken   	1377    	R	7       
          95	chicken   	1388    	R	7       
          95	chicken   	1456    	F	7       
          95	wfrog     	202     	F	7       
          95	wfrog     	1202    	F	7       
          95	wfrog     	1549    	F	7       
          95	wfrog     	1623    	F	7       
          95	wfrog     	1794    	F	7       
          95	wfrog     	1842    	F	7       
          95	coelacanth	16      	F	7       
          95	coelacanth	248     	F	7       
          95	coelacanth	266     	R	7       
          95	coelacanth	385     	F	7       
          95	coelacanth	416     	F	7       
          95	coelacanth	1351    	F	7       
          95	coelacanth	1461    	F	7       
          95	coelacanth	1463    	F	7       
          95	coelacanth	1709    	R	7       
          95	coelacanth	1773    	F	7       
          95	coelacanth	1902    	R	7       
          95	coelacanth	1912    	R	7       
          95	coelacanth	1918    	F	7       
          95	coelacanth	1931    	R	7       

          96	human     	749     	F	7       
          96	human     	803     	F	7       
          96	human     	1090    	F	7       
          96	human     	1480    	R	7       
          96	human     	1609    	F	7       
          96	human     	1655    	F	7       
          96	human     	1784    	R	7       
          96	human     	1876    	F	7       
          96	human     	1983    	F	7       
          96	orangutan 	1254    	F	7       
          96	orangutan 	1308    	F	7       
          96	orangutan 	1595    	F	7       
          96	orangutan 	1606    	F	7       
          96	orangutan 	1732    	R	7       
          96	orangutan 	1735    	F	7       
          96	gibbon    	148     	R	7       
          96	gibbon    	1386    	R	7       
          96	gibbon    	1522    	R	7       
          96	baboon    	1751    	F	8       
          96	macaque   	1091    	F	8       
          96	galago    	781     	F	7       
          96	galago    	967     	F	7       
          96	galago    	1297    	F	7       
          96	galago    	1661    	F	7       
          96	galago    	1878    	F	7       
          96	galago    	1892    	R	7       
          96	galago    	1909    	F	7       
          96	galago    	1988    	F	7       
          96	rabbit    	1173    	F	8       
          96	rabbit    	1771    	F	8       
          96	gpig      	226     	R	7       
          96	gpig      	508     	F	7       
          96	gpig      	730     	F	7       
          96	gpig      	818     	R	7       
          96	gpig      	888     	R	7       
          96	gpig      	1184    	R	7       
          96	gpig      	1189    	R	7       
          96	gpig      	1356    	R	7       
          96	gpig      	1359    	F	7       
          96	gpig      	1553    	F	7       
          96	gpig      	1757    	F	7       
          96	mouse     	452     	F	7       
          96	mouse     	1422    	R	7       
          96	mouse     	1439    	R	7       
          96	mouse     	1465    	F	7       
          96	mouse     	1571    	F	7       
          96	mouse     	1594    	F	7       
          96	mouse     	1805    	F	7       
          96	nrat      	514     	F	7       
          96	nrat      	520     	R	7       
          96	nrat      	1471    	R	7       
          96	nrat      	1488    	R	7       
          96	nrat      	1513    	F	7       
          96	nrat      	1854    	F	7       
          96	squirrel  	480     	F	8       
          96	squirrel  	1892    	R	8       
          96	eushrew   	484     	R	7       
          96	eushrew   	1015    	R	7       
          96	eushrew   	1109    	F	7       
          96	eushrew   	1422    	R	7       
          96	eushrew   	1427    	R	7       
          96	eushrew   	1430    	F	7       
          96	eushrew   	1485    	F	7       
          96	eushrew   	1799    	R	7       
          96	eushrew   	1863    	R	7       
          96	megabat   	491     	R	7       
          96	megabat   	623     	R	7       
          96	megabat   	1161    	F	7       
          96	megabat   	1503    	R	7       
          96	megabat   	1551    	F	7       
          96	megabat   	1620    	R	7       
          96	megabat   	1756    	F	7       
          96	megabat   	1800    	F	7       
          96	microbat  	1754    	F	8       
          96	orca      	664     	F	8       
          96	orca      	1854    	R	8       
          96	dolphin   	434     	F	8       
          96	dolphin   	1622    	R	8       
          96	dolphin   	1854    	R	8       
          96	sheep     	1922    	R	8       
          96	cow       	661     	F	7       
          96	cow       	1216    	F	7       
          96	cow       	1719    	R	7       
          96	cow       	1767    	F	7       
          96	cow       	1779    	R	7       
          96	cow       	1836    	R	7       
          96	cow       	1971    	F	7       
          96	horse     	724     	F	8       
          96	rhino     	718     	F	8       
          96	cat       	690     	F	8       
          96	ferret    	262     	F	8       
          96	ferret    	1236    	R	8       
          96	dog       	720     	F	7       
          96	dog       	769     	F	7       
          96	dog       	1088    	F	7       
          96	dog       	1291    	R	7       
          96	dog       	1377    	F	7       
          96	dog       	1449    	F	7       
          96	dog       	1826    	F	7       
          96	walrus    	721     	F	8       
          96	panda     	449     	F	8       
          96	panda     	1771    	F	8       
          96	armadillo 	809     	F	8       
          96	armadillo 	1147    	R	8       
          96	elephant  	472     	F	8       
          96	manatee   	388     	F	8       
          96	turtle    	711     	R	7       
          96	turtle    	910     	F	7       
          96	turtle    	1258    	R	7       
          96	turtle    	1737    	F	7       
          96	chicken   	63      	F	7       
          96	chicken   	160     	R	7       
          96	chicken   	234     	F	7       
          96	chicken   	461     	R	7       
          96	chicken   	999     	F	7       
          96	chicken   	1322    	R	7       
          96	wfrog     	323     	R	7       
          96	coelacanth	876     	F	7       
          96	coelacanth	1886    	F	7       

          97	human     	613     	F	8       
          97	orangutan 	1117    	F	8       
          97	gibbon    	631     	F	8       
          97	gibbon    	818     	R	8       
